text,label
"The闁炽儲缈籬ere闁炽儲鐛?no data like more data闁?rule-of-thumb could be amended by 闁?.., especially if it闁炽儲鐛?the right data!闁?",0
We have also presented a general technique for adapting MaxEnt probability models.,0
"To our knowledge, this paper is the first to show a successful attempt of using the collective knowledge stored in search query logs for the spelling correction task.",0
We presented a technique to mine this extremely informative but very noisy resource that actually exploits the errors made by people as a way to do effective query spelling correction.,0
"In this paper, we focused on an algorithm for the classification of semi-structured text in which a sentence is represented as a labeled ordered tree7.",0
"In our experiments, n-gram features showed comparable performance to dependency features.",0
One natural extension is to adopt confidence rated predictions to the subtree-based weak learners.,0
Our proposal consists of i) decision stumps that use subtrees as features and ii) Boosting algorithm in which the subtree-based decision stumps are applied as weak learners.,0
This extension is also found in BoosTexter and shows better performance than binary-valued learners.,0
Two experiments on opinion/modality classification tasks confirmed that subtree features are important.,0
We have presented an ontology of 闁炽儲绔糾ail speech acts闁?that is designed to capture some important properties of a central use of email: negotiating and coordinating joint activities.,0
"Our experiments show that many categories of messages can be detected, with high precision and moderate recall, using existing textclassification learning methods.",0
"Predicting speech acts requires context, which makes classification an inherently sequential task, and the labels assigned to messages have non-trivial structure; we also leave open the question of whether these properties can be effectively exploited.",0
This problem also raises a number of interesting research issues.,0
"This reduces the burden on the users of the system, and avoids sacrificing the flexibility and socially desirable aspects of informal, natural language communication.",0
This suggests that useful task-tracking tools could be constructed based on automatic classifiers闁炽儲鏀?potentially important practical application.,0
"Unlike previous attempts to combine speech act theory with email (Winograd, 1987; Flores and Ludlow, 1980), we propose a system which passively observes email and automatically classifies it by intention.",0
"This paper made a contribution to the understanding of the entropy rate principle, first proposed by Genzel and Charniak (2002).",0
"As the eye-tracking corpus we used was a corpus of connected sentences, it enabled us to also test another prediction of the entropy rate principle: in context, all sentences should be equally difficult to process, as speakers generate sentences with constant informativeness.",0
"First, we replicated the entropy rate effect on a different corpus, a subset of the BNC restricted to newspaper text.",0
"However, using partial correlation analysis, we were able to show that entropy is a significant predictor of sentence position, even when sentence length is controlled.",0
"However, we also found that a simple baseline model based on sentence length achieves a correlation with sentence position.",0
"In Experiment 1, we replicated the entropy rate effect reported by Genzel and Charniak (2002, 2003) and showed that it generalizes to a larger range of sentence positions and also holds for individual sentences, not just averaged over all sentences with the same position.",0
"In Experiment 2, we tested a number of important predictions of the entropy rate principle for human sentence processing.",0
"In many cases, there was no significant difference between the entropy rate model and the baseline.",0
This confirms an important assumption that underlies the entropy rate principle.,0
"This means that no correlation between sentence position and reading times was expected, which is what we found.",0
"This principle predicts that the position of a sentence in a text should correlate with its entropy, defined as the sentence probability normalized by sentence length.",0
"This raises the possibility that the entropy rate effect is simply an artifact of the way entropy rate is computed, which involves sentence length as a normalizing factor.",0
"Using a corpus of eye-tracking data, we showed that entropy is correlated with processing difficulty, as measured by reading times in the eye-movement record.",0
We found essentially the same pattern as in Experiment 1.,0
We have developed a new RF approach for language modeling that can significantly improve upon the KN smoothing in both PPL and WER.,0
"Another interesting application of our new approach is parser based language models where rich syntactic information is available (Chelba and Jelinek, 2000; Charniak, 2001; Roark, 2001; Xu et al., 2002).",0
Any _x005f_x0002_ -gram type of modeling should be able to take advantage of the power of RFs.,0
"As we mentioned at the end of Section 3.2, random samples of the training data can also be used for DT growing and has been proven to be useful for classification problems (Amit and Geman, 1997; Breiman, 2001; Ho, 1998).",0
"Based on our experimental results, we think that the RF approach for language modeling is very promising.",0
"Composite questions in the form of pylons (Bahl et al., 1989) can also be used.",0
"For example, RFs could also be useful for POS tagging, parsing, named entity recognition and other tasks in natural language processing.",0
"For example, there can be questions such as 闁炽儲绐攕 there a Noun Phrase or Noun among the previous _x005f_x0002_ exposed heads?闁? etc.",0
"Our RF approach was developed for language modeling, but the underlying methodology is quite general.",0
"Overall, we can achieve more than 10% PPL reduction and 0.6-1.1% absolute WER reduction over the interpolated KN smoothing, without interpolating with it.",0
Randomly sampled data can be used to grow DTs in a deterministic way to construct RFs.,0
"Since our current RF models uses KN smoothing exclusively in lower order probabilities, 3For the * -test, we used the standard SCLITE闁炽儲鐛?statistical system comparison program from NIST with the option 闁炽儲绗梐psswe闁? which means the test is the matched pairs sentence segment word error test.it may not be adequate when we apply it to higher order _x005f_x0002_ -gram models.",0
"Since the length of the history could be very large, a better smoothing method would be very useful.",0
Such kinds of questions can be encoded and included in the history.,0
"The RF approach results in a random history clustering which greatly reduces the number of unseen events compared to the KN smoothing, even though the same training data statistics are used.",0
"Therefore, this new approach can generalize well on unseen test data.",0
We can also construct an RF for each random data sample and then aggregate across RFs.,0
"When we use RFs for those models, there are potentially many different syntactic questions at each node split.",0
"When we use Fisher闁炽儲鐛?exact test to estimate pvalues, our new method for estimating noise for collections of rare events seems to give results that are quite consistent with our previous annecdotal experience in using LLR scores as a measure of word association.",0
"However, since we have also shown that Fisher闁炽儲鐛?exact test can be applied to this type of problem without a major computational penalty, there seems to be no reason to compromise in this regard.",0
"Using likelihood ratios to estimate p-values introduces a substantial amount of error, but not the orders-of-magnitude error that Dunning (1993) demonstrated for estimates that rely on the assumption of a normal distribution.",0
"In this paper, we proposed an optimal distance metric based on the idea of minimum cluster distortion in training data.",0
We proposed a global metric distance that is useful for clustering or retrieval where Euclidean distance has been used.,0
"Although vector distances have frequently been used in natural language processing, this is a rather neglected but recently highlighted problem.",0
"Experiments on sentence retrieval, document retrieval and K-means clustering all showed improvements over Euclidean distance, with a significant refinement with tight training clusters in sentence retrieval.",0
"On the other hand, our method uses only linear algebra, and can induce an ideal metric using all the training data at the same time.",0
"Their work has the same perspective as ours, and they calculate a metric matrix A that is similar to ours based on a set S of vector pairs (~xi; ~xj) that can be regarded as similar.",0
"They report that the effectiveness of A increases as the number of the training pairs S increases; this requires O(n2) sample points from n training data, and must be optimized by a computationally expensive Newton-Raphson iteration.",0
This distance is optimal in the sense of quadratic minimization over all the clusters in the training data.,0
"Unlike recently proposed methods with spectral methods or SVMs, our method assumes no such additional scenarios and can be considered as 4Because of the small size of the dataset, we did not apply cross-validation as in other experiments.a straight successor to (Xing et al., 2002)闁炽儲鐛?work.",0
We believe this metric can be useful for many vector-based language processing methods that have used cosine similarity.,0
Finite-state transducers have been successfully applied to CAT.,0
The concept of interactive search has been introduced in this paper along with someefficient techniques (word graph derivation and _x005f_x0010_ best) that solve the parsing problem given a prefix of the target sentence under real-time constraints.,0
"The promising results achieved in the first experiments provide a new field in machine translation still to be explored, in which the human expertise is combined with machine translation techniques to increase productivity without sacrifying high-quality translation.",0
"The results show that the 5-best approach clearly improves the quality of the translations, with respect to the 1-best approximation.",0
These models can be learnt from parallel corpora.,0
"We have shown that combining machine learning with limited linguistic knowledge can produce stateof-the-art results on a difficult morphological task, the identification of roots of Hebrew words.",0
"As is well-known from other learning tasks, fine-tuning of the feature set can produce additional accuracy; we expect this to be the case in this task, too.",0
"Here we only used a simple multiplication of the three classifiers闁?confidence measures, which is then combined with the linguistically motivated functions.",0
"In another track, there are various other ways in which different inter-related classifiers can be combined.",0
"In particular, introducing features that capturecontextual information is likely to improve the results.",0
"Our best result, over 80% precision, was obtained using simple classifiers for each of the root闁炽儲鐛?consonants, and then combining the outputs of the classifiers using a linguistically motivated, yet extremely coarse and simplistic, scoring function.",0
"Similarly, our scoring function is simplistic and we believe that it can be improved.",0
This result is comparable to average human performance on this task.,0
This work can be improved in a variety of ways.,0
We are currently working on similar experiments for Arabic root extraction.,0
We have presented a novel approach to define sentence centrality based on graph-based prestige scoring of sentences.,0
"Constructing the similarity graph of sentences provides us with a better view of important sentences compared to the centroid approach, which is prone to overgeneralization of the information in a document cluster.",0
"Even the simplest approach we have taken, degree centrality, is a good enough heuristic to perform better than lead-based and centroid-based summaries.",0
The results of applying these methods on extractive summarization is quite promising.,0
"We have introduced two different methods, Degree and LexPageRank, for computing prestige in similarity graphs.",0
Traditional word alignment approaches cannot come up with satisfactory results for Named Entity alignment.,0
"Due to the inconsistency of NE translation, some NE pairs can not be aligned correctly.",0
"In this paper, we propose a novel approach using a maximum entropy model for NE alignment.",0
"To ease the training of the MaxEnt model, bootstrapping is used to help supervised learning.",0
"Unlike previous work reported in the literature, our work conducts bilingual Named Entity alignment without word segmentation for Chinese, and its performance is much better than with word segmentation.",0
"When compared with IBM and HMM alignment models, experimental results show that our approach outperforms IBM Model 4 and HMM significantly.",0
"Domain Relevance Estimation, an unsupervised TC technique, has been proposed and evaluated inside the Domain Driven Disambiguation framework, showing a significant improvement on the overall system performances.",0
"During the learning phase annotated resources are not required, allowing a low cost implementation.",0
"The portability of the technique to other languages is allowed by the usage of synset-aligned wordnets, being domain annotation language independent.",0
This technique also allows a clear probabilistic interpretation providing an operative definition of the concept of domain relevance.,0
Having a trusted experimental framework is essential for drawing conclusions on the effects of system changes.,0
"Aided by the proposed methods, we hope that it becomes common practice in published machine translation research to report on the statistical significance of test results.",0
"For instance: do not test on train, do not use the same test set repeatedly, etc.",0
"One important element of a solid experimental framework is a statistical significance test that allows us to judge, if a change in score that comes from a change in the system, truly reflects a change in overall translation quality.",0
We applied bootstrap resampling to machine translation evaluation and described methods to compute statistical significance intervals and levels for machine translation evaluation metrics.,0
"We described how to compute statistical significance intervals for metrics such as BLEU for small test sets, using bootstrap resampling methods.",0
"We discussed some properties of the widely used BLEU score, especially the effect of the brevity penalty and the role of larger n-grams.",0
We provided empirical evidence that the computed intervals are accurate.,0
We stressed the importance of assembling test sets from different parts of a larger pool of sentences (Figure 2 vs.Figure 3).,0
Data is the single most important resource for instance-based approaches.,0
"Currently we are exploring large-scale data acquisition methods that can provide the necessary training data density formost question types, as well as the use of trivia questions in the training process.",0
It is very easy to train and makes use of very few resources.,0
Our data-driven approach to Question Answering has the advantage of incorporating learning components.,0
This property suggests that little effort is required to re-train the system for different domains as well as other languages.,0
"In this paper, we introduced TextRank 闁?a graphbased ranking model for text processing, and show how it can be successfully used for natural language applications.",0
"In particular, we proposed and evaluated two innovative unsupervised approaches for keyword and sentence extraction, and showed that the accuracy achieved by TextRank in these applications is competitive with that of previously proposed state-of-the-art algorithms.",0
"The method introduced in this paper allows several methods of assigning semantic values to phrases and words within a text to be exploited in a more useful way than was previously possible, by incorporating them as features for SVM modeling, and for explicit topic information to be utilized, when available, by features incorporating such values.",0
Combinations of SVMs using these features in conjunction with SVMs based on unigrams and lemmatized unigrams are shown to outperform models which do not use these information sources.,0
"We have presented a new information-based summarization metric called weighted factoid score, which uses multiple summaries as gold standard and which measures information overlap, not string overlap.",0
"According to our estimations, stability with respect to the factoid scores can only be expected if a larger number of summaries are collected (in the range of 20{30 summaries).",0
"Although simple word-based methods prove insu闁炽儲褰縤ent, we expect that existing and emerging NLP techniques based on deeper processing might help with automatic factoid identiflcation.",0
"As far as b) is concerned, this is expected, as factoid comparison abstracts over wording and captures linguistic variation of the same meaning.",0
"Currently, we have two large factoid-annotated data sets with 20 and 50 summaries, and a workable procedure to annotate factoids, including guidelines which were used to achieve good agreement.",0
"However, the ROUGE measure currently in development is considering various n-grams and Wordnet-based paraphrasing options (Lin, personal communication).",0
"If single summaries are used as gold standard (as many other summarization evaluations do), the correlation between rankings based on two such gold standard summaries can be expected to be low; in our two experiments, the correlations were 闁?0.20 and 0.48 on average.",0
"It can be reliably and objectively annotated in arbitrary text, which is shown by our high values for human agreement.",0
"Possibly this can be circumvented by using larger numbers of difierent texts, as is the case in IR and in MT, where discrepancies prove to average out when large enough datasets are used.",0
"System rankings based on the factoid score shows only low correlation with rankings based on a) DUC-based information overlap, and b) unigrams, a measurement based on shared words between gold standard summaries and system summary.",0
"The number of factoids found if new summaries are considered does not tail ofi, but weighting of factoids by frequency and/or lo-cation in the summary allows for a stable summary metric.",0
The second reason is the need for human annotation of factoids.,0
"Therefore, we consider the deflnition of factoids intuitive and reproducible.",0
"We expect that this measure has the potential for better ranking correlation with factoid ranking, and we are currently investigating this.",0
We expect this can be improved further by including an information content weighting factor.,0
We summarise our results as follows: Factoids can be deflned with high agreement by independently operating annotators in naturally occurring text (K=.70) and independently annotated with even higher agreement (K=.86 and .87).,0
We proposed a method to compile statistical models to achieve efficient decoding in a machine translation system.,0
"As a result, we reduced decoding time to approximately 0dc g e of dynamic composition of submodels, which corresponds to the conventional approach.",0
"However, the state merging method itself is general and independent of the fully-expanded WFST.",0
"In our method, each statistical submodel is represented by a WFST, and all submodels are composed beforehand.",0
"In this paper, we applied the state merging method to a fully-expanded WFST and showed the effectiveness of this approach.",0
"More generally, we can apply it to all WFST-like models, including HMMs.",0
"To reduce the ambiguity of the composed WFST, the states are merged according to the statistics of hypotheses while decoding.",0
"In this paper, we described a system that uses IR and text categorization techniques to provide summary-length answers to biographical questions.",0
"In order to obtain a 闁炽儲绗渙rmal闁?biography, one should consult other means of information repositories.",0
"The core problem lies in extracting biographyrelated information from large volumes of news texts and composing them into fluent, concise, multi-document summaries.",0
"The summaries generated by the system address the question about the person, though not listing the chronological events occurring in this person闁炽儲鐛?life due to the lack of background information in the news articles themselves.",0
"Our main result in this paper is to show that using anaphora resolution in summarization can lead to significant improvements, not only when 闁炽儲鐛rfect闁?anaphora information is available, but also when an automatic resolver is used, provided that the anaphoric resolver has reasonable performance.",0
"As far as we are aware, this is the first time that such a result has been obtained using standard evaluation measures over a reference corpus.",0
"We also showed however that the way in which anaphoric information is used matters: with our set of documents at least, substitution would not result in significant improvements even with perfect anaphoric knowledge.",0
In this paper we investigated the problem of learning Information Structure from annotated data.,0
The contribution of this research is to show for the first time that IS can be successfuly recovered using mostly syntactic features.,0
The results show that we can reliably identify t(opic) and f(ocus) with over 90% accuracy while the baseline is at 62%.,0
"We have already started to exploit a parallel English-Czech corpus, in order to transfer to the English version the topic/focus labels identified by our systems.",0
We used the Prague Dependency Treebank which is annotated with Information Structure following the Praguian theory of Topic Focus Articulation.,0
"We have outlined an approach to improving reference resolution through the use of semantic relations, and have described a system which can exploit these semantic relations effectively.",0
"Furthermore, the method is low-cost and not domainspecific.",0
Our experiments on English and Chinese data showed that these small inroads into semantic territory do indeed offer performance improvements.,0
"Perhaps by substituting an iterative procedure for the pipeline architecture闁炽儲鐛?linear sequence of stages we can begin to address the knotty, mutually determining nature of the interaction between semantic relations and coreference relations.",0
"Seen in this way, the system poses the question of whether further gains could be made by pushing the iterative approach further.",0
"The 闁炽儲绗solve coreference, tag relations, resolve coreference闁?procedure described above could be seen as one and a half iterations of a 闁炽儲绗solve coreference then tag relations闁?loop.",0
These experiments also suggest that some gains can be made through the exploration of new architectures for information extraction applications.,0
"Ultimately, we would want this framework to boost the performance of each component automatically and significantly.",0
A coreference performance metric 闁?CEAF 闁?is proposed in this paper.,0
Finding the best one-to-one map is a maximum bipartite matching problem and can be solved by the Kuhn-Munkres algorithm.,0
It has been shown that the proposed CEAF metric has fixed problems associated with the MUC link-based F-measure and B-cube F-measure.,0
The CEAF metric is computed based on the best one-to-one map between reference entities and system entities.,0
The proposed metric also has better interpretability than ACE-value.,0
"Two example entity-pair similarity measures are proposed, resulting one mention-based CEAF and one entity-based CEAF, respectively.",0
We have demonstrated how the information redundancy in the multilingual multi-document summarization task can be used to reduce MT errors.,0
"Further, our approach does not perform any corrections specific to any particular MT system.",0
"Further, our techniques integrate easily with the sentence clustering approach to multi-document summarization 闁?sentence clustering allows us to reliably identify noun phrases that corefer across documents.",0
In this paper we have considered the case of noun phrases.,0
We do not use any related English news reports for substituting text; hence our approach is not likely to change the perspectives expressed in the original Arabic news to those expressed in English news reports.,0
"We have used the Arabic-English data from DUC闁?4 for this paper, but our approach is equally applicable to other language pairs.",0
We introduced an error detection method based on feature combinations.,0
"Experimental results on a dictation corpus showed that although linguistic features alone were not as useful as word confidence scores to error detection, they provided complementary information when combined with word confidence score.",0
"In particular, enlarging the context modeled by linguistic features improved the capability of error detection by finding more errors without deteriorating and even improving the precision.",0
"Moreover, the performance of error detection was improved incrementally as the scope of context was enlarged, and the best performance was achieved when sentence context was considered.",0
The method can be extended by incorporating lexical semantic features from the semantic analysis of recognition output to detect semantic errors that are likely overlooked by syntactic analysis.,0
The proposed method has been tested using a dictation corpus on a topic related to office environment.,0
Transformation templates were defined by varying scope of the context.,0
Transformation-based learning was used as the classifier to combine linguistic features with word confidence scores.,0
"Two kinds of linguistic features were selected: lexical features extracted from words themselves, and syntactic features from the parsing result of link grammar.",0
"We are working on evaluating the method on spontaneous dictation utterances from the CSR-II corpus, and other monologue corpora such as Broadcast News.",0
"We presented a basic method for filtering recognition errors of content words from automatic speech transcripts, by identifying semantic outliers.",0
We described and evaluated several variants of the basic algorithm.,0
Our approach rests on the idea that evidence aggregated across documents should help resolve difficult problems at the level of a given document.,0
"Although large volume of facts is usually not reported in classic IE experiments, obtaining high volume should be natural in principle.",0
"It does, however require a substantial collection of evidence across a large body of extracted records; this approach needs a 闁炽儲绔穜iticalmass闁?of data to be effective.",0
"Our experiments confirm that aggregating global information about related facts, and propagating locally non-best analyses through the pipeline, provide powerful sources of additional evidence, which are able to reverse incorrect decisions, based only on local and a priori information.",0
The proposed approach requires no supervision or training of any kind.,0
"We presented NeurAlign, a novel approach to combining the outputs of different word alignment systems.",0
A drawback of our approach is that it requires annotated data.,0
"However, our experiments have shown that significant improvements can be obtained using a small set of annotated data.",0
"Our approach treats individual alignment systems as black boxes, and transforms the individual alignments into a set of data with features that are borrowed from their outputs and additional linguistic features (such as POS tags and dependency relations).",0
Our results indicate that NeurAlign yields a significant 28-39% relative error reduction over the best of the input alignment systems and a significant 20-34% relative error reduction over the best known alignment combination technique on English-Spanish and English-Chinese data.,0
We should note that NeurAlign is not a standalone word alignment system but a supervised learning approach to improve already existing alignment systems.,0
"We show that using POS tags to partition the transformed data, and learning a different classifier for each partition is more effective than using the entire data at once.",0
We use neural nets to learn the 1 alignments from these transformed data.,0
"We have presented a novel discriminative, largemargin method for learning word-alignment models on the basis of arbitrary features of word pairs.",0
"Finally, our method scales to large numbers of training sentences and trains in minutes rather than hours or days for the higher-numbered IBM models, a particular advantage when not using features derived from those slower models.",0
"In addition, when given bi-directional Model 4 predictions as features, our method provides a 22% AER reduction over intersected Model 4 predictions alone.",0
It is also likely that the method will be useful in conjunction with a large labeled alignment corpus (should such a set be created).,0
"The resulting 5.4 AER on the English-French Hansarks task is, to our knowledge, the best published AER figure for this training scenario (though since we use a subset of the test set, evaluations are not problem-free).",0
"We have shown that our method is suitable for the common situation where a moderate number of good, fairly general features must be balanced on the basis of a small amount of labeled data.",0
"We presented features capturing a few separate sources of information, producing alignments on the order of those given by unsymmetrized IBM Model 4 (using labeled training data of about the size others have used to tune generative models).",0
The results of our work and other recent efforts on discriminatively trained alignment models show that results comparable to or better than those obtained with the IBM models are possible within a framework that makes it easy to add arbitrary additional features.,0
"After many years using the same small set of alignment models, we now have an easy way to experiment with a wide variety of knowledge sources to improve word-alignment accuracy.",0
This paper presented a word aligner trained on annotated data.,0
Another significant result is that a small amount (5K sentences) of word-aligned data is sufficient for this algorithm since a provision is made to handle unknown words appropriately.,0
Improvements in capturing sentence context could allow the machine translation system to use a rare but correct link appropriately.,0
"Since features are extracted from a parallel corpus, most of the information relating to the specific sentence alignment is lost in the aggregation of features across sentences.",0
"While the performance of the aligner is shown to be significantly better than other unsupervised algorithms, the utility of these alignments in machine translation is still an open subject although gains are shown in two of the test sets.",0
"In this paper, we have applied the Learning as Search Optimization (LaSO) framework to the entity detection and tracking task.",0
"Despite these successes, our model is not perfect: the largest source of error is with pronouns.",0
"In the process, we have developed an efficient model that is competitive with the best ACE systems.",0
"The framework is an excellent choice for this problem, due to the fact that many relevant features for the coreference task (and even for the mention detection task) are highly nonlocal.",0
"This is masked by the fact that the ACE metric weights pronouns low, but a solution to the EDT problem should handle pronouns well.",0
"This non-locality makes models like Markov networks intractable, and LaSO provides an excellent framework for tackling this problem.",0
We have also provided a comparison of the contributions of our various feature classes and compared different linkage types for coreference chains.,0
"We have introduced a large set of new, useful features for this task, most specifically the use of knowledge-based features for helping with the name-to-nominal problem, which has led to a substantial improvement in performance.",0
We have shown that performing joint learning for mention detection and coreference results in a better performing model that pipelined learning.,0
"The novelty track in TREC examined a particular kind of novelty detection, that is, finding novel, ontopic sentences within documents that the user is reading.",0
"A second use is for summarization, where the relevant AND novel sentences can serve as the truth data for the extraction phase (and then compressed in some manner).",0
"Both statistical and linguistic techniques, as well as filtering and learning approaches can be applied to detecting novel relevant information within documents, but nevertheless it is a hard problem for several reasons.",0
"By mixing the two topic types within each task, we see that identifying opinions within documents is hard, even with training data, while detecting new opinions (given relevance) seems analogous to detecting new information about an event",0
"First, because the unit of interest is a sentence, there is not a lot of data in each unit on which to base the decision.",0
Initial threshold setting is critical and difficult.,0
"Looking particularly at the 2004 set of relevant and novel sentences, less than 20% of the sentences in relevant documents were marked as relevant, and only 40% of those (or 8% of the total sentences) were marked as both relevant and novel.",0
"One obvious use is in the passage retrieval arena, e.g., using the relevant sentences for testing passage retrieval, either at the single sentence level or using the consecutive sentences to test when to retrieve multiple sentences.",0
"Other uses of the data include manual analysis of user behavior when processing documents in response to a question, or looking further into the user agreement issues, particularly in the summarization area.",0
The novelty data is also unique in that it deliberately contains a mix of topics on events and on opinions regarding controversial subjects.,0
"The opinions topics are quite different in this regard than other TREC topics, which have historically focused on events or narrative information on a subject or person.",0
The TREC novelty data sets themselves support some interesting uses outside of the novelty track.,0
This exploration has been an interesting and fruitful one.,0
"When the document as a whole is relevant, techniques designed for document retrieval seem unable to make fine distinctions about which sentences within the document contain the relevant information.",0
"When we examined human performance on this task, it is clear that users do make very fine distinctions.",0
"Whereas the data from 2002 is clearly flawed and should not be used, the data from 2003 and 2004 can be regarded as valid samples of user input in terms of relevant sentence selection, and further reduction of those sentences to those presenting new information.",0
We have shown the applicability of machine learning classification techniques to solve the NED problem.,0
"From the study of the distributions of scores assigned to stories by the baseline and SVM model systems, we can see that we now do a better job of detecting old stories (reducing 0 alarms).",0
"NED requires not only detection and reporting of new events, but also suppression of stories that report old events.",0
Significant improvements were made over the baseline systems on all the corpora tested on.,0
"The features we engineered made extensive use of named entities, and reinforced the importance and need to effectively harness their utility to solve problems in TDT.",0
Thus we believe that attacking the problem as 闁炽儲绗漧d story detection闁?might be a better and more fruitful approach.,0
"We have shown the effects of ASR output in the news stream, and demonstrated a procedure to alleviate the problem.",0
We presented a general bootstrapping algorithm for Intensional Learning.,0
"Both techniques address inherent limitations of the IL setting, and leverage unsupervised information from an unlabeled corpus.",0
"In particular, we obtain, for the first time, competitive performance using only the category names as initial seeds.",0
Our algorithm utilizes a generalized similarity measure based on Latent Semantic Spaces and a Gaussian Mixture algorithm as a principled method to scale similarity scores into probabilities.,0
The algorithm can be applied to any categorization problem in which categories are described by initial sets of discriminative features and an unlabeled training data set is provided.,0
"This minimal information per category, when exploited by the IL algorithm, is shown to be equivalent to labeling about 70-160 training documents per-category for state of the art extensional learning.",0
We applied and evaluated our algorithm on some text categorization tasks and showed the contribution of the two techniques.,0
We have presented a method for speeding up the training with tree kernels.,0
"Using the SRL task, we demonstrated that our speed-up method made the training substantially faster.",0
"In this paper, we described an automatic evaluation method based on the ESK, which is a method for measuring the similarities between texts based on sequences of words and word senses.",0
"In order to prove that our method is language independent, we will conduct an experimental evaluation by using DUC闁炽儲鐛?evaluation data.",0
Our experiments showed that our method is comparable to ROUGE family for short summaries and outperforms it for long summaries.,0
We explored learning how to rank documents with respect to a given query using linear Support Vector Machines and discretization-based representation.,0
"Although practical significance of this study may be limited at the moment since it does not demonstrate a dramatic increase in retrieval performance in large test collections, we believe our findings have important theoretical contributions since they indicate that the power of discriminative approach is comparable to the best known analytical or heuristic apporaches.",0
"Our approach represents a family of discriminative approaches, currently studied much less than heuristic (tf.idf, bm25) or generative approaches (language models).",0
Our experiments indicate that learning from relevant judgments available with the standard test collections and generalizing to new queries is not only feasible but can be a source of improvement.,0
"Our results also indicate that gw.lw family, which includes practically all the popular 闁炽儲绔禷g of words闁?ranking formulas such as tf.idf, BM25 or language models, has almost reached its upper limit and other classes of representations and ranking formulas need to be explored in order to accomplish significant performance break-troughs.",0
"This work also lays the foundation for extending the discriminative approach to 闁炽儲绗cher闁?representations, such as those using word n-grams, grammatical relations between words, and the structure of documents.",0
"We believe that our work and the ones referred in this paper may bring many of the achievements made in a more general area of classification and machine learning closer to the task of rank ordered information retrieval, thus making retrieval engines more helpful in reducing the information overload and meeting people闁炽儲鐛?needs.",0
"We view our approach as a complement, rather than competitive, to the analytical approaches such as language models.",0
"When combined with the best performing ranking functions, our approach added a small (23%), but statistically significant, improvement.",0
"When tested with a popular standard collection, our approach achieved the performance of the best well-known techniques (BM25 and language models), which have been developed as a result of extensive past experiments and elaborate theoretical modeling.",0
In this paper we have described local phrase reordering models developed for use in statistical machine translation.,0
"As a result, these acceptors have to be pruned heavily for use in translation.",0
"Despite their simplicity, these models provide large improvements in BLEU score when incorporated into a monotone phrase order translation system.",0
"In contrast, our models of local phrase movement do not grow explosively and do not require any pruning or approximation in their construction.",0
"In other related work, Bangalore and Ricardi (2001) have trained WFSTs for modeling reordering within translation; their WFST parses word sequences into trees containing reordering information, which are then checked for well-formed brackets.",0
"More importantly, our model implements a generative model of phrase reordering which can be incorporated directly into a generative model of the overall translation process.",0
"Moreover, they can be used to produced translation lattices for use by more sophisticated reordering models that allow longer phrase order movement.",0
Our experiments show that discriminative training procedures such Minimum Error Training also yield additive improvements by tuning TTM systems which incorporate ML-trained reordering models.,0
"Our reordering models do resemble those of (Tillmann, 2004; Tillmann and Zhang, 2005) in that we treat the reordering as a sequence of jumps relative to the original phrase sequence, and that the likelihood of the reordering is assigned through phrasepair specific parameterized models.",0
"Previous approaches to WFST-based reordering (Knight and Al-Onaizan, 1998; Kumar and Byrne, 2003; Tsukada and Nagata, 2004) constructed permutation acceptors whose state spaces grow exponentially with the length of the sentence to be translated.",0
The MJ-1 and MJ-2 models are extremely simple models of phrase reordering.,0
"The models are carefully formulated so that they can be implemented as WFSTs, and we show how the models can be incorporated into the Translation Template Model to perform phrase alignment and translation using standard WFST operations.",0
"This allows us to perform 闁炽儲顩縨bedded闁?EM-style parameter estimation, in which the parameters of the phrase reordering model are estimated using statistics gathered under the complete model that will actually be used in translation.",0
"This is essential for integrating our reordering model inside an evaluation system, where a variety of techniques are applied simultaneously.",0
"Unlike this approach, our model formulation does not use a tree representation and also ensures that the output sequences are valid permutations of input phrase sequences; we emphasize again that the probability distribution induced over reordered phrase sequences is not degenerate.",0
"We believe that this estimation of model parameters directly from phrase alignments obtained under the phrase translation model is a novel contribution; prior approaches derived the parameters of the reordering models from word aligned bitext, e.g.within the phrase pair extraction procedure.",0
"We have shown that these models yield improvements in alignment and translation performance on Arabic-English and Chinese-English tasks, and that the reordering model can be integrated into large evaluation systems.",0
"We note that our implementation allows phrase reordering beyond simply a 1-phrase window, as was done by Tillmann.",0
We have described word-to-phrase alignment models capable of good quality bitext word alignment.,0
"In Arabic-English and Chinese-English translation and alignment they compare well to Model-4, even with large bitexts.",0
"The model architecture was inspired by features of Model-4, such as fertility and distortion, but care was taken to ensure that dynamic programming procedures, such as EM and Viterbi alignment, could still be performed.",0
There is practical value in this: training and alignment are easily parallelized.,0
"We note that these models are still relatively simple, and we anticipate further alignment and translation improvement as the models are refined.",0
"We show an augmentation scheme that adds to phrases extracted from Viterbi alignments; this improves translation with both the WtoP and the Model-4 phrase pairs, even though it would be infeasible to implement the scheme under Model-4 itself.",0
